rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
5,"Very good food and excellent service from our waiter Paula.
We ordered the Sirlion and Ribeye steaks and got them medium-rare as ordered. Good quality ingrediants",Fantastic steakhouse,"Stockholm, Sweden",Stockholm,robinaR9744KP,2023-07-27,,,,,,,pos,2023.0,Foreigner
5,The food and drinks were amazing! Our service was Emila and she was amazing. This place has a great vibe!,Great food and drinks,"Stockholm, Sweden",Stockholm,Explore36892144233,2023-07-18,,,,,,,pos,2023.0,Foreigner
5,"Good food, especially the steak. Pleasant and quick service by the staff. Cool surroundings and good rock/pop punk music on the loudspeaker
The drinks were also good, and the prices very affordable",Good food in tough surroundings,"Storas, Norway",Storas,809merethed,2023-08-05,,,,,,,pos,2023.0,Foreigner
5,"We visited here several times during the trip, and ate here twice. My recommendation is:
Rock'n steak, doneness: raw. 
Accessories: oyster mushroom with baby spinach and salad mix. 
Sauce: Both BBQ sauce and cheese sauce were good. Mushroom sauce was a bit more boring, and I haven't tasted the others. 
The king steak was not quite as amazing as the former, but it was also very good. 
And the drinks here are great! Nice staff and very good service!
Guaranteed a place I want to visit again! 🤩","Delicious beef, lovely side dishes, lots of delicious drinks, nice staff and live music from time to time🤩","Stord Municipality, Norway",Stord Municipality,BirgitO11,2024-03-02,,,,,,,pos,2024.0,Foreigner
5,Popular place with good outdoor seating. We had to queue for 30 minutes as we had not booked and wanted to sit outside. Good good food. Nice staff.,Outdoor dining with a perfect location.,"Sundbyberg, Sweden",Sundbyberg,Eunbergs,2024-09-20,,,,,,,pos,2024.0,Foreigner
5,"Was a great place!  Magda was super , and gave as deliches foods and very good service! It was Great atmospher and love to come back🎊",Super place! Great music🎶,"Svelvik, Norway",Svelvik,linnmari75,2023-12-19,,,,,,,pos,2023.0,Foreigner
4,"Great tasting food, a great location by the river and service minded personnel! We took one burger with sweet potato fries and ribs with grilled corn, everything tastes good. The drinks were AMAZING! They have a tank with piranhas in the middle of the restaurant which was both scary and cool! Highly recommended!",Great food and amazing drink!,Sweden,Sweden,I820SLlinae,2024-03-28,,,,,,,pos,2024.0,Foreigner
3,"Really good location! We sat on the outdoor terrace by the jetty and a lovely view. We ate dinner and ordered a few different kinds of hamburgers and currants. Quite ok but nothing that rose to the skies but rather smooth. The currants looked very good but didn't taste much so they were a bit of a disappointment. The hamburgers were clearly approved but no more.
The menu is only available via QR code and can be read on your own mobile phone. I think it's easier with a menu to hold in your hand. 
The service was great and Magda who served us was alert and service minded and she helped with advice about food and drink.
",Good location with standard range,Sweden,Sweden,Lena68_13,2023-08-09,,,,,,,pos,2023.0,Foreigner
5,"Seated outside and served by Piotr. Attentative and very friendly waiter. We had some cocktails and food. The menu is online and you have to scan the QR code on the table to ge to it. Available in English  and polish. Very extensive cocktail menu. Difficult to choose from all the amazing looking cocktails! We had Cubre Libre, Viagra Jar and Thanos (sweet and came with Skittles). Food was so good. Chicken burger and aged tomahawk that melted in your mouth. I chose the fries and and the beetroot/ feta side. This was surprisingly delicious together. Restaurant is right next to the canal. Toilets are in the hotel next door. Not so clean but ok.",Amazing cocktails and American food in Gdańsk,Sweden,Sweden,230moniquea,2023-07-15,,,,,,,pos,2023.0,Foreigner
5,"I highly recommend it! Delicious food, amazing service - best regards to Mrs. Paula, who recommended us all the best. Thank you! :)",I recommend,"Szczecin, Poland",Szczecin,Kaarvla,2023-07-19,,,,,,,pos,2023.0,Poland
5,"Everything is delicious. As always..
Mrs. Emilia... professional and relaxed 👌👌
What you must try is steak on lava stone 😋",Family on vacation,"Szczecin, Poland",Szczecin,traveling_by_food,2023-07-17,,,,,,,pos,2023.0,Poland
5,"We were seated promptly, even without a reservation on a Friday night. The service, especially from Natalia, was impeccable.  Enjoyed fantastic ribs, a fine pint of Murphy’s, and a delicious burger. The music added a nice touch, making our experience at this place truly enjoyable. 🍀✊🏼",One word. Awesome.,"Tabor, Czech Republic",Tabor,mkos2019,2024-01-05,,,,,,,pos,2024.0,Foreigner
5,"We really enjoyed food and drinks in Whiskey in the Jar after a long day of walking. The Ribs were great, the steak was the whole experience and even the wege burger (little bit a risk to take in steak house🤭) was so tasty. Our host Wiki took good care of us and we had everything we needed!",Great food and drinks,"Tampere, Finland",Tampere,jaujaa,2023-10-17,,,,,,,pos,2023.0,Foreigner
5,Great drinks great food and great Simon S. Aquarium with piranias is cool. Greetings from lithuania,Great,"Taurage, Lithuania",Taurage,Linas_Janusonis,2023-12-01,,,,,,,pos,2023.0,Foreigner
5,"Very quick and nice service provided by Paula 😊 without being pompous, and at the same time professional, so we felt very comfortable. Of course, the food is also excellent 😊",Great service and food,"Tczew, Poland",Tczew,szramkamagda,2023-09-02,,,,,,,pos,2023.0,Poland
5,"Great place in a great location in Gdansk, where you can either go with a family or with your 2nd half only, very atmospheric and the service is awesome. Wiki, the lady that provided service to our table, was very professional and easy going at the same time, very helpful.",Great place where you eat with a style.,"Tczew, Poland",Tczew,michaln1981,2023-07-29,,,,,,,pos,2023.0,Poland
5,"The food and drinks are delicious. The interior design is impressive and the service is professional. We were nicely served by Szymek, who gave great advice on choosing food and alcohol :)",I recommend,"Tczew, Poland",Tczew,Venture16292952292,2023-06-30,,,,,,,pos,2023.0,Poland
5,"Amazing atmosphere, food and service!!! Jim Burger is absolutely gorgeous! Totally recommend if you are visiting Gdansk! Huge thanks to Sara)))",Rock’n’Burgers,"Tel Aviv, Israel",Tel Aviv,Y2986VPmikeb,2023-06-29,,,,,,,pos,2023.0,Foreigner
5,"Piotr was incredibly nice and accommodating.
Very good food and good drinks. Highly recommended to all travelers",Peter,"Tenerife, Spain",Tenerife,magnushedberg,2023-07-31,,,,,,,pos,2023.0,Foreigner
5,"This place is amazing. First time in Gdansk and with children, we went purely on Trip Advisor recommendations but wow, there’s a reason this place is sooooooo well reviewed. Bloody lovely! Amazing food, great atmosphere, wicked service and the price (along with most places in Gdansk) was so so reasonable. Massive plates of meat, amazingly cooked. Our table had ribs, steaks, burgers, lava stone cooked steaks…. A bit of everything off the menu. We dined with amazing drinks, and everyone (kids, adults and OAPs) all gave it amazing reviews! We weren’t able to book (not sure if that’s their usual policy) but we turned up as a table of 13 and they sorted us out! It was around 18:30 but the restaurant was filling up nicely! Wonderful staff, lovely place and I really would recommend! I know it’s not traditionally Polish but wow, the food was so so good! Respect the number of outstanding reviews! Phenomenal!!!!!!!!!",There’s a reason this place is so so so well reviewed!!!!!!,"Thatcham, United Kingdom",Thatcham,mleach23,2023-08-22,,,,,,,pos,2023.0,Foreigner
2,"We were 6 friends on a trip who had to book a table in advance. They should have 600 zlotys for that (NOK 1,663). Something we would get back / deducted from the bill.  This did not happen and was instead added to the bill!   So we simply paid 1200 zlotys. We also had one with a brush.  This meant that the waiter just kept bringing drinks to the table without us having asked for it! This was also added to the bill!  Something that is very rude!!  We were there 1 year ago and were incredibly happy with the whole place.  This year the menu was very shrunk!  The drinks were also smaller this year at the same price / if not more expensive.    The steaks you can now order are only 200 grams or 1.2 kg. Nothing in between!    So we were very disappointed with the restaurant this year!  This is very unfortunate.  Because the food is very good!",disappointed!!,"Tonsberg, Norway",Tonsberg,torgeirj232,2024-03-19,,,,,,,neg,2024.0,Foreigner
5,"Great for food and drinks. Magda served us and gave us an amazing service with humor, a smile and efficient serving of drinks and food!!",Great food and service,"Tonsberg, Norway",Tonsberg,Resort11451510839,2023-09-15,,,,,,,pos,2023.0,Foreigner
5,We recommend! A unique place with delicious steaks. Paula provided professional advice and friendly service! :),A unique experience,"Torun, Poland",Torun,marta181198,2024-01-06,,,,,,,pos,2024.0,Poland
5,"Fantastic restaurant with cool locals, lovely food and drinks. Maintains high standards. Great service, food and drinks arrived quickly.",One of the best in Gdansk,"Troms, Norway",Troms,zzteffen,2024-03-09,,,,,,,pos,2024.0,Foreigner
2,"After reading the reviews we went here with high hopes. We ordered the premium mix plate which was supposed to be 3 different steaks. The waiter was very stressed about getting the food order, which meant that we ordered in a hurry. We were never asked how we wanted the steaks cooked. We got steak that was almost cooked to death and dry. There was also a long wait for the food. Also took a long time to even get the bill",Disappointing,"Tromso, Norway",Tromso,Simonpett01,2024-04-08,,,,,,,neg,2024.0,Foreigner
5,Top notch restaurant in Gdansk. The waiter Dawid was very attentive and service minded. Very good steaks. Recommend the Rocker menu. Nice venue by the canal. Indoor and outdoor seating.,Lovely steak and good service.,"Trøndelag, Norway",Trøndelag,TrondheimsDag,2023-07-25,,,,,,,pos,2023.0,Foreigner
5,"Great food and good atmosphere. Employees who help if there is a need for accommodation (gluten, lactose). Cheerful employees make the atmosphere good. Really good food. Recommended!",Good food! Recommended,"Trondheim, Norway",Trondheim,Frkreiseglad,2024-08-10,,,,,,,pos,2024.0,Foreigner
5,"Amazing food and atmosphere. We visited twice during our stay, and we ordered steaks both times. The people working there were just great, especially Klaudia, our waitress :-) I would say it’s one of the best restaurants in Gdansk.",Amazing food!,"Trondheim, Norway",Trondheim,martheebo,2024-04-09,,,,,,,pos,2024.0,Foreigner
5,Was with my partner and members of the family . Absolutely brilliant cocktails and the food was amazing. But be very hungry 😋 the portions are plentiful.  💯 per cent  great place to visit Gdańsk is my favourite Polish city. Oh before I forget the waiter Szymon was a really super guy very fast knowledgeable and very funny good humoured guy.  Us 40 to 60 year olds. Szymon will know what I mean. Keep up the good work. All the best.,Szymon the best waiter in Gdańsk.,"Tullow, Ireland",Tullow,Paul33Tullow,2023-07-10,,,,,,,pos,2023.0,Foreigner
